nm_municipio_1mai_sa_x,cd_mun_7d,nm_uf_x,sg_uf,grupo_setor,quantidade_empresas,nm_uf_y,nm_municipio_1mai_sa_y,nm_microrregiao,nu_latitude,nu_longitude
Alto Boa Vista,5100359.0,Mato Grosso,MT,Comércio varejista de materiais de construção,3,Mato Grosso,Alto Boa Vista,Norte Araguaia,-11.67674516,-51.37932207
Alto Caparao,3102050.0,Minas Gerais,MG,Comércio varejista de materiais de construção,2,Minas Gerais,Alto Caparao,Manhuaçu,-20.44436112,-41.87308374
Alto Feliz,4300570.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,1,Rio Grande do Sul,Alto Feliz,Montenegro,-29.39013917,-51.31581567
Alto Garcas,5100409.0,Mato Grosso,MT,Comércio atacadista de materiais de construção,1,Mato Grosso,Alto Garcas,Alto Araguaia,-16.94672218,-53.52845412
Alto Garcas,5100409.0,Mato Grosso,MT,Comércio varejista de materiais de construção,5,Mato Grosso,Alto Garcas,Alto Araguaia,-16.94672218,-53.52845412
Alto Horizonte,5200555.0,Goiás,GO,Comércio varejista de materiais de construção,2,Goiás,Alto Horizonte,Porangatu,-14.19922681,-49.33274916
Alto Longa,2200301.0,Piauí,PI,Comércio varejista de materiais de construção,4,Piauí,Alto Longa,Campo Maior,-5.250993011,-42.21032196
Alto Paraguai,5100508.0,Mato Grosso,MT,Comércio varejista de materiais de construção,2,Mato Grosso,Alto Paraguai,Alto Paraguai,-14.51471181,-56.49444166
Alto Paraiso,1100403.0,Rondônia,RO,Comércio varejista de materiais de construção,5,Rondônia,Alto Paraiso,Ariquemes,-9.716666738,-63.31762943
Alto Paraiso,1100403.0,Rondônia,RO,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Rondônia,Alto Paraiso,Ariquemes,-9.716666738,-63.31762943
Alto Paraiso,1100403.0,Rondônia,RO,Fabricação de casas de madeira pré-fabricadas,1,Rondônia,Alto Paraiso,Ariquemes,-9.716666738,-63.31762943
Alto Paraiso,4128625.0,Paraná,PR,Comércio varejista de materiais de construção,2,Paraná,Alto Paraiso,Umuarama,-23.50813074,-53.73289315
Alto Paraiso de Goias,5200605.0,Goiás,GO,Comércio varejista de materiais de construção,3,Goiás,Alto Paraiso de Goias,Chapada dos Veadeiros,-14.13624464,-47.51909344
Alto Paraiso de Goias,5200605.0,Goiás,GO,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Goiás,Alto Paraiso de Goias,Chapada dos Veadeiros,-14.13624464,-47.51909344
Alto Parana,4100608.0,Paraná,PR,Comércio atacadista de materiais de construção,1,Paraná,Alto Parana,Paranavaí,-23.12712083,-52.32168244
Alto Parana,4100608.0,Paraná,PR,Comércio varejista de materiais de construção,8,Paraná,Alto Parana,Paranavaí,-23.12712083,-52.32168244
Alto Parana,4100608.0,Paraná,PR,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,5,Paraná,Alto Parana,Paranavaí,-23.12712083,-52.32168244
Alto Parana,4100608.0,Paraná,PR,Fabricação de móveis com predominância de madeira,19,Paraná,Alto Parana,Paranavaí,-23.12712083,-52.32168244
Alto Parnaiba,2100501.0,Maranhão,MA,Comércio varejista de materiais de construção,7,Maranhão,Alto Parnaiba,Gerais de Balsas,-9.108365932,-45.92734401
Alto Piquiri,4100707.0,Paraná,PR,Comércio varejista de materiais de construção,3,Paraná,Alto Piquiri,Umuarama,-24.01901256,-53.44124908
Alto Piquiri,4100707.0,Paraná,PR,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,3,Paraná,Alto Piquiri,Umuarama,-24.01901256,-53.44124908
Alto Rio Doce,3102100.0,Minas Gerais,MG,Comércio varejista de materiais de construção,2,Minas Gerais,Alto Rio Doce,Viçosa,-21.02214615,-43.41887066
Alto Rio Novo,3200359.0,Espírito Santo,ES,Comércio atacadista de materiais de construção,1,Espírito Santo,Alto Rio Novo,Colatina,-19.05749961,-41.01868434
Alto Santo,2300705.0,Ceará,CE,Comércio varejista de materiais de construção,4,Ceará,Alto Santo,Baixo Jaguaribe,-5.52208174,-38.27277815
Alto Taquari,5100607.0,Mato Grosso,MT,Comércio varejista de materiais de construção,2,Mato Grosso,Alto Taquari,Alto Araguaia,-17.83474365,-53.28199312
Alto do Rodrigues,2400703.0,Rio Grande do Norte,RN,Comércio varejista de materiais de construção,3,Rio Grande do Norte,Alto do Rodrigues,Vale do Açu,-5.293807788,-36.75949261
Altonia,4100509.0,Paraná,PR,Comércio varejista de materiais de construção,3,Paraná,Altonia,Umuarama,-23.87088141,-53.89197386
Altos,2200400.0,Piauí,PI,Comércio varejista de materiais de construção,15,Piauí,Altos,Teresina,-5.036546434,-42.46094804
Altos,2200400.0,Piauí,PI,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1,Piauí,Altos,Teresina,-5.036546434,-42.46094804
Aluminio,3501152.0,São Paulo,SP,Comércio varejista de materiais de construção,2,São Paulo,Aluminio,Sorocaba,-23.53337305,-47.25905692
Alvaraes,1300029.0,Amazonas,AM,Comércio varejista de materiais de construção,4,Amazonas,Alvaraes,Tefé,-3.216583769,-64.81353468
Alvarenga,3102209.0,Minas Gerais,MG,Comércio varejista de materiais de construção,2,Minas Gerais,Alvarenga,Aimorés,-19.41446969,-41.72644227
Alvares Florence,3501202.0,São Paulo,SP,Comércio varejista de materiais de construção,1,São Paulo,Alvares Florence,Votuporanga,-20.31987625,-49.91118481
Alvares Machado,3501301.0,São Paulo,SP,Comércio varejista de materiais de construção,4,São Paulo,Alvares Machado,Presidente Prudente,-22.077779,-51.46879727
Alvinopolis,3102308.0,Minas Gerais,MG,Comércio varejista de materiais de construção,3,Minas Gerais,Alvinopolis,Itabira,-20.11476348,-43.06608324
Alvorada,4300604.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,18,Rio Grande do Sul,Alvorada,Porto Alegre,-29.99749306,-51.07772945
Alvorada,4300604.0,Rio Grande do Sul,RS,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,2,Rio Grande do Sul,Alvorada,Porto Alegre,-29.99749306,-51.07772945
Alvorada,4300604.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,6,Rio Grande do Sul,Alvorada,Porto Alegre,-29.99749306,-51.07772945
Alvorada D'Oeste,1100346.0,Rondônia,RO,Comércio varejista de materiais de construção,3,Rondônia,Alvorada D'Oeste,Alvorada D'Oeste,-11.34413002,-62.27727487
Alvorada de Minas,3102407.0,Minas Gerais,MG,Comércio varejista de materiais de construção,1,Minas Gerais,Alvorada de Minas,Conceição do Mato Dentro,-18.73359302,-43.36608434
Alvorada do Gurgueia,2200459.0,Piauí,PI,Comércio varejista de materiais de construção,1,Piauí,Alvorada do Gurgueia,Alto Médio Gurguéia,-8.443959072,-43.86307158
Alvorada do Norte,5200803.0,Goiás,GO,Comércio varejista de materiais de construção,1,Goiás,Alvorada do Norte,Vão do Paranã,-14.48283911,-46.51563769
Alvorada do Sul,4100806.0,Paraná,PR,Comércio varejista de materiais de construção,3,Paraná,Alvorada do Sul,Porecatu,-22.78037877,-51.22921633
Alvorada do Sul,4100806.0,Paraná,PR,Fabricação de móveis com predominância de madeira,1,Paraná,Alvorada do Sul,Porecatu,-22.78037877,-51.22921633
Amajari,1400027.0,Roraima,RR,Comércio varejista de materiais de construção,2,Roraima,Amajari,Boa Vista,3.652118445,-61.42059017
Amambai,5000609.0,Mato Grosso do Sul,MS,Comércio varejista de materiais de construção,8,Mato Grosso do Sul,Amambai,Dourados,-23.10058224,-55.24382769
Amambai,5000609.0,Mato Grosso do Sul,MS,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Mato Grosso do Sul,Amambai,Dourados,-23.10058224,-55.24382769
Amapa do Maranhao,2100550.0,Maranhão,MA,Comércio varejista de materiais de construção,2,Maranhão,Amapa do Maranhao,Gurupi,-1.680921495,-46.0091799
Amapora,4100905.0,Paraná,PR,Comércio varejista de materiais de construção,2,Paraná,Amapora,Paranavaí,-23.09737029,-52.78678735
Amaraji,2600906.0,Pernambuco,PE,Comércio varejista de materiais de construção,3,Pernambuco,Amaraji,Mata Meridional Pernambucana,-8.378487,-35.45077292
Amarante,2200509.0,Piauí,PI,Comércio varejista de materiais de construção,3,Piauí,Amarante,Médio Parnaíba Piauiense,-6.246610772,-42.85369282
Amarante do Maranhao,2100600.0,Maranhão,MA,Comércio varejista de materiais de construção,2,Maranhão,Amarante do Maranhao,Imperatriz,-5.557662,-46.75063755
Amarante do Maranhao,2100600.0,Maranhão,MA,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Maranhão,Amarante do Maranhao,Imperatriz,-5.557662,-46.75063755
Amarante do Maranhao,2100600.0,Maranhão,MA,Fabricação de outros artigos de carpintaria para construção,1,Maranhão,Amarante do Maranhao,Imperatriz,-5.557662,-46.75063755
Amargosa,2901007.0,Bahia,BA,Comércio varejista de materiais de construção,7,Bahia,Amargosa,Jequié,-13.03445136,-39.5981225
Amargosa,2901007.0,Bahia,BA,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,2,Bahia,Amargosa,Jequié,-13.03445136,-39.5981225
Amelia Rodrigues,2901106.0,Bahia,BA,Comércio varejista de materiais de construção,6,Bahia,Amelia Rodrigues,Catu,-12.4001884,-38.75555692
Americana,3501608.0,São Paulo,SP,Comércio varejista de materiais de construção,77,São Paulo,Americana,Campinas,-22.7408835,-47.33036293
Americana,3501608.0,São Paulo,SP,"Fabricação de artefatos diversos de madeira, exceto móveis",4,São Paulo,Americana,Campinas,-22.7408835,-47.33036293
Americana,3501608.0,São Paulo,SP,Fabricação de móveis com predominância de madeira,26,São Paulo,Americana,Campinas,-22.7408835,-47.33036293
Americo Brasiliense,3501707.0,São Paulo,SP,Comércio varejista de materiais de construção,7,São Paulo,Americo Brasiliense,Araraquara,-21.7300365,-48.10660456
Americo Brasiliense,3501707.0,São Paulo,SP,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1,São Paulo,Americo Brasiliense,Araraquara,-21.7300365,-48.10660456
Americo de Campos,3501806.0,São Paulo,SP,Comércio varejista de materiais de construção,1,São Paulo,Americo de Campos,Votuporanga,-20.29640194,-49.72702684
Ametista do Sul,4300646.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,1,Rio Grande do Sul,Ametista do Sul,Frederico Westphalen,-27.35642547,-53.19217726
Amorinopolis,5200902.0,Goiás,GO,Comércio varejista de materiais de construção,3,Goiás,Amorinopolis,Iporá,-16.61791212,-51.09716707
Amparo,3501905.0,São Paulo,SP,Comércio atacadista de materiais de construção,1,São Paulo,Amparo,Amparo,-22.69938863,-46.76508569
Amparo,3501905.0,São Paulo,SP,Comércio varejista de materiais de construção,21,São Paulo,Amparo,Amparo,-22.69938863,-46.76508569
Amparo,3501905.0,São Paulo,SP,"Fabricação de artefatos diversos de madeira, exceto móveis",9,São Paulo,Amparo,Amparo,-22.69938863,-46.76508569
Amparo,3501905.0,São Paulo,SP,Fabricação de móveis com predominância de madeira,1,São Paulo,Amparo,Amparo,-22.69938863,-46.76508569
Amparo,3501905.0,São Paulo,SP,Fabricação de outros artigos de carpintaria para construção,1,São Paulo,Amparo,Amparo,-22.69938863,-46.76508569
Ampere,4101002.0,Paraná,PR,Comércio varejista de materiais de construção,4,Paraná,Ampere,Capanema,-25.91706847,-53.47325674
Ampere,4101002.0,Paraná,PR,Fabricação de móveis com predominância de madeira,7,Paraná,Ampere,Capanema,-25.91706847,-53.47325674
Anadia,2700201.0,Alagoas,AL,Comércio varejista de materiais de construção,1,Alagoas,Anadia,São Miguel dos Campos,-9.684083785,-36.30081357
Anage,2901205.0,Bahia,BA,Comércio varejista de materiais de construção,5,Bahia,Anage,Vitória da Conquista,-14.61132559,-41.12711317
Anajas,1500701.0,Pará,PA,Comércio varejista de materiais de construção,4,Pará,Anajas,Furos de Breves,-0.984451394,-49.94500104
Anajas,1500701.0,Pará,PA,Fabricação de móveis com predominância de madeira,1,Pará,Anajas,Furos de Breves,-0.984451394,-49.94500104
Anajatuba,2100709.0,Maranhão,MA,Comércio varejista de materiais de construção,3,Maranhão,Anajatuba,Baixada Maranhense,-3.257554842,-44.62067003
Analandia,3502002.0,São Paulo,SP,Comércio varejista de materiais de construção,1,São Paulo,Analandia,São Carlos,-22.1287855,-47.66076642
Anama,1300086.0,Amazonas,AM,Comércio varejista de materiais de construção,1,Amazonas,Anama,Coari,-3.576370427,-61.40590348
Ananindeua,1500800.0,Pará,PA,Comércio atacadista de materiais de construção,6,Pará,Ananindeua,Belém,-1.368713568,-48.37206665
Ananindeua,1500800.0,Pará,PA,Comércio varejista de materiais de construção,131,Pará,Ananindeua,Belém,-1.368713568,-48.37206665
Ananindeua,1500800.0,Pará,PA,"Fabricação de artefatos diversos de madeira, exceto móveis",2,Pará,Ananindeua,Belém,-1.368713568,-48.37206665
Ananindeua,1500800.0,Pará,PA,Fabricação de casas de madeira pré-fabricadas,1,Pará,Ananindeua,Belém,-1.368713568,-48.37206665
Ananindeua,1500800.0,Pará,PA,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,4,Pará,Ananindeua,Belém,-1.368713568,-48.37206665
Ananindeua,1500800.0,Pará,PA,Fabricação de móveis com predominância de madeira,16,Pará,Ananindeua,Belém,-1.368713568,-48.37206665
Anapolis,5201108.0,Goiás,GO,Comércio atacadista de materiais de construção,5,Goiás,Anapolis,Anápolis,-16.32882574,-48.9572179
Anapolis,5201108.0,Goiás,GO,Comércio varejista de materiais de construção,63,Goiás,Anapolis,Anápolis,-16.32882574,-48.9572179
Anapolis,5201108.0,Goiás,GO,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Goiás,Anapolis,Anápolis,-16.32882574,-48.9572179
Anapolis,5201108.0,Goiás,GO,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,3,Goiás,Anapolis,Anápolis,-16.32882574,-48.9572179
Anapolis,5201108.0,Goiás,GO,Fabricação de móveis com predominância de madeira,12,Goiás,Anapolis,Anápolis,-16.32882574,-48.9572179
Anapu,1500859.0,Pará,PA,Comércio varejista de materiais de construção,12,Pará,Anapu,Altamira,-3.476104635,-51.2016218
Anapurus,2100808.0,Maranhão,MA,Comércio varejista de materiais de construção,4,Maranhão,Anapurus,Chapadinha,-3.667034662,-43.10579251
Anastacio,5000708.0,Mato Grosso do Sul,MS,Comércio varejista de materiais de construção,3,Mato Grosso do Sul,Anastacio,Aquidauana,-20.4823602,-55.8045706
Anastacio,5000708.0,Mato Grosso do Sul,MS,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Mato Grosso do Sul,Anastacio,Aquidauana,-20.4823602,-55.8045706
Anaurilandia,5000807.0,Mato Grosso do Sul,MS,Comércio varejista de materiais de construção,2,Mato Grosso do Sul,Anaurilandia,Nova Andradina,-22.18265027,-52.71816936
Anchieta,3200409.0,Espírito Santo,ES,Comércio varejista de materiais de construção,4,Espírito Santo,Anchieta,Guarapari,-20.80561322,-40.64765894
Anchieta,4200804.0,Santa Catarina,SC,Comércio varejista de materiais de construção,1,Santa Catarina,Anchieta,São Miguel do Oeste,-26.53568086,-53.33327018
Anchieta,4200804.0,Santa Catarina,SC,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,2,Santa Catarina,Anchieta,São Miguel do Oeste,-26.53568086,-53.33327018
Anchieta,4200804.0,Santa Catarina,SC,Fabricação de móveis com predominância de madeira,1,Santa Catarina,Anchieta,São Miguel do Oeste,-26.53568086,-53.33327018
Andarai,2901304.0,Bahia,BA,Comércio varejista de materiais de construção,2,Bahia,Andarai,Seabra,-12.80135065,-41.3246418
Andira,4101101.0,Paraná,PR,Comércio varejista de materiais de construção,2,Paraná,Andira,Cornélio Procópio,-23.05175165,-50.2264076
Andira,4101101.0,Paraná,PR,"Fabricação de artefatos diversos de madeira, exceto móveis",2,Paraná,Andira,Cornélio Procópio,-23.05175165,-50.2264076
Andira,4101101.0,Paraná,PR,Fabricação de móveis com predominância de madeira,4,Paraná,Andira,Cornélio Procópio,-23.05175165,-50.2264076
Andorinha,2901353.0,Bahia,BA,Comércio varejista de materiais de construção,4,Bahia,Andorinha,Senhor do Bonfim,-10.34424004,-39.8323357
Andradas,3102605.0,Minas Gerais,MG,Comércio atacadista de materiais de construção,1,Minas Gerais,Andradas,Poços de Caldas,-22.07280734,-46.575583
Andradas,3102605.0,Minas Gerais,MG,Comércio varejista de materiais de construção,10,Minas Gerais,Andradas,Poços de Caldas,-22.07280734,-46.575583
Andradas,3102605.0,Minas Gerais,MG,Fabricação de móveis com predominância de madeira,8,Minas Gerais,Andradas,Poços de Caldas,-22.07280734,-46.575583
Andradina,3502101.0,São Paulo,SP,Comércio varejista de materiais de construção,15,São Paulo,Andradina,Andradina,-20.90146352,-51.37884779
Andre da Rocha,4300661.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,1,Rio Grande do Sul,Andre da Rocha,Guaporé,-28.6319772,-51.57373797
Andrelandia,3102803.0,Minas Gerais,MG,Comércio varejista de materiais de construção,6,Minas Gerais,Andrelandia,Andrelândia,-21.7369682,-44.31769904
Angatuba,3502200.0,São Paulo,SP,Comércio atacadista de materiais de construção,1,São Paulo,Angatuba,Itapetininga,-23.483987,-48.40675962
Angatuba,3502200.0,São Paulo,SP,Comércio varejista de materiais de construção,4,São Paulo,Angatuba,Itapetininga,-23.483987,-48.40675962
Angelandia,3102852.0,Minas Gerais,MG,Comércio varejista de materiais de construção,1,Minas Gerais,Angelandia,Capelinha,-17.72778983,-42.26645049
Angelica,5000856.0,Mato Grosso do Sul,MS,Comércio varejista de materiais de construção,3,Mato Grosso do Sul,Angelica,Iguatemi,-22.15606252,-53.76973048
Angelina,4200903.0,Santa Catarina,SC,Comércio varejista de materiais de construção,2,Santa Catarina,Angelina,Tijucas,-27.58225735,-48.98347606
Angical,2901403.0,Bahia,BA,Comércio varejista de materiais de construção,1,Bahia,Angical,Cotegipe,-12.00668277,-44.69582348
Angical do Piaui,2200608.0,Piauí,PI,Comércio varejista de materiais de construção,2,Piauí,Angical do Piaui,Médio Parnaíba Piauiense,-6.087241692,-42.74386575
Angra dos Reis,3300100.0,Rio de Janeiro,RJ,Comércio atacadista de materiais de construção,1,Rio de Janeiro,Angra dos Reis,Baía da Ilha Grande,-23.00911594,-44.31962726
